ConnectorChannelNum,DeviceChannelNum,PackageID,SiteOrientationNum
76,4,1,4
76,8,5,5
76,15,3,6
76,14,7,7
76,10,2,8
76,12,16,9
76,16,9,10
76,6,11,11
76,7,13,12
76,3,15,13
76,2,10,14
76,9,14,15
76,13,12,16
77,1,1,1
77,11,2,3
77,5,3,4
77,4,4,8
77,8,5,6
77,15,6,2
77,14,7,5
77,10,8,7
77,12,9,10
77,16,10,12
77,6,11,15
77,7,12,11
77,3,13,9
77,2,14,13
77,9,15,14
77,13,16,16
78,13,1,5
78,16,2,7
78,12,3,3
78,9,4,11
78,10,5,9
78,11,6,1
78,14,7,13
78,15,8,15
78,7,9,16
78,6,10,14
78,3,11,2
78,2,12,10
78,8,13,12
78,5,14,4
78,4,15,8
78,1,16,6
82,1,1,5
82,11,2,7
82,5,3,3
82,4,4,11
82,8,5,9
82,15,6,1
82,14,7,13
82,10,8,15
82,12,9,16
82,16,10,14
82,6,11,2
82,7,12,10
82,3,13,12
82,2,14,4
82,9,15,8
82,13,16,6
86,13,1,5
86,1,16,6
86,16,2,7
86,4,15,8
86,10,5,9
86,2,12,10
86,9,4,11
86,8,13,12
86,14,7,13
86,6,10,14
86,15,8,15
86,7,9,16
86,11,6,1
86,3,11,2
86,12,3,3
86,5,14,4
90,1,3,5
90,2,15,4
90,3,11,12
90,4,6,11
90,5,2,3
90,6,16,2
90,7,12,10
90,8,5,9
90,9,13,8
90,10,8,15
90,11,4,7
90,12,9,16
90,13,14,6
90,14,7,13
90,15,1,1
90,16,10,14
91,7,12,10
91,6,16,14
91,3,11,12
91,2,15,16
91,8,5,5
91,5,2,3
91,4,6,7
91,1,3,4
91,16,10,11
91,13,14,15
91,12,9,9
91,9,13,13
91,10,8,6
91,11,4,2
91,14,7,8
91,15,1,1
92,7,12,16
92,6,16,11
92,3,11,12
92,2,15,15
92,8,5,5
92,5,2,6
92,4,6,1
92,1,3,4
92,16,10,14
92,13,14,9
92,12,9,10
92,9,13,13
92,10,8,3
92,11,4,8
92,14,7,7
92,15,1,2
93,7,12,11
93,6,16,15
93,3,11,9
93,2,15,13
93,8,5,6
93,5,2,4
93,4,6,8
93,1,3,1
93,16,10,12
93,13,14,16
93,12,9,10
93,9,13,14
93,10,8,7
93,11,4,3
93,14,7,5
93,15,1,2
94,7,1,1
94,3,2,3
94,16,3,5
94,10,4,7
94,14,5,9
94,4,6,11
94,6,7,13
94,2,8,15
94,13,9,17
94,11,10,19
94,1,11,21
94,5,12,23
94,15,13,25
94,9,14,27
94,8,15,29
94,12,16,31
94,18,17,32
94,24,18,30
94,19,19,28
94,31,20,26
94,27,21,24
94,21,22,22
94,17,23,20
94,23,24,18
94,28,25,16
94,32,26,14
94,30,27,12
94,26,28,10
94,20,29,8
94,22,30,6
94,25,31,4
94,29,32,2
95,7,1,1
95,3,2,3
95,16,3,5
95,10,4,7
95,14,5,9
95,4,6,11
95,6,7,13
95,2,8,15
95,13,9,16
95,11,10,14
95,1,11,12
95,5,12,10
95,15,13,8
95,9,14,6
95,8,15,4
95,12,16,2
95,18,17,17
95,24,18,19
95,19,19,21
95,31,20,23
95,27,21,25
95,21,22,27
95,17,23,29
95,23,24,31
95,28,25,32
95,32,26,30
95,30,27,28
95,26,28,26
95,20,29,24
95,22,30,22
95,25,31,20
95,29,32,18
96,7,1,8
96,3,2,7
96,16,3,6
96,10,4,5
96,14,5,4
96,4,6,3
96,6,7,2
96,2,8,1
96,13,9,16
96,11,10,15
96,1,11,14
96,5,12,13
96,15,13,12
96,9,14,11
96,8,15,10
96,12,16,9
96,18,17,24
96,24,18,23
96,19,19,22
96,31,20,21
96,27,21,20
96,21,22,19
96,17,23,18
96,23,24,17
96,28,25,32
96,32,26,31
96,30,27,30
96,26,28,29
96,20,29,28
96,22,30,27
96,25,31,26
96,29,32,25
97,7,1,1
97,3,2,3
97,16,3,4
97,10,4,2
97,14,5,5
97,4,6,7
97,6,7,8
97,2,8,6
97,13,9,9
97,11,10,11
97,1,11,12
97,5,12,10
97,15,13,13
97,9,14,15
97,8,15,16
97,12,16,14
97,18,17,17
97,24,18,19
97,19,19,20
97,31,20,18
97,27,21,21
97,21,22,23
97,17,23,24
97,23,24,22
97,28,25,25
97,32,26,27
97,30,27,28
97,26,28,26
97,20,29,29
97,22,30,31
97,25,31,32
97,29,32,30
98,7,1,2
98,3,2,6
98,16,3,4
98,10,4,8
98,14,5,5
98,4,6,1
98,6,7,7
98,2,8,3
98,13,9,10
98,11,10,14
98,1,11,12
98,5,12,16
98,15,13,13
98,9,14,9
98,8,15,15
98,12,16,11
98,18,17,18
98,24,18,22
98,19,19,20
98,31,20,24
98,27,21,21
98,21,22,17
98,17,23,23
98,23,24,19
98,28,25,26
98,32,26,30
98,30,27,28
98,26,28,32
98,20,29,29
98,22,30,25
98,25,31,31
98,29,32,27
99,7,1,2
99,3,2,4
99,16,3,1
99,10,4,3
99,14,5,6
99,4,6,8
99,6,7,5
99,2,8,7
99,13,9,10
99,11,10,12
99,1,11,9
99,5,12,11
99,15,13,14
99,9,14,16
99,8,15,13
99,12,16,15
99,18,17,18
99,24,18,20
99,19,19,17
99,31,20,19
99,27,21,22
99,21,22,24
99,17,23,21
99,23,24,23
99,28,25,26
99,32,26,28
99,30,27,25
99,26,28,27
99,20,29,30
99,22,30,32
99,25,31,29
99,29,32,31
100,1,11,21
100,2,8,15
100,3,2,3
100,4,6,11
100,5,12,23
100,6,7,13
100,7,1,1
100,8,15,29
100,9,14,27
100,10,4,7
100,11,10,19
100,12,16,31
100,13,9,17
100,14,5,9
100,15,13,25
100,16,3,5
100,17,23,20
100,18,17,32
100,19,19,28
100,20,29,8
100,21,22,22
100,22,30,6
100,23,24,18
100,24,18,30
100,25,31,4
100,26,28,10
100,27,21,24
100,28,25,16
100,29,32,2
100,30,27,12
100,31,20,26
100,32,26,14
101,7,1,1
101,3,2,3
101,16,3,5
101,10,4,7
101,14,5,9
101,4,6,11
101,6,7,13
101,2,8,15
101,13,9,16
101,11,10,14
101,1,11,12
101,5,12,10
101,15,13,8
101,9,14,6
101,8,15,4
101,12,16,2
101,18,17,17
101,24,18,19
101,19,19,21
101,31,20,23
101,27,21,25
101,21,22,27
101,17,23,29
101,23,24,31
101,28,25,32
101,32,26,30
101,30,27,28
101,26,28,26
101,20,29,24
101,22,30,22
101,25,31,20
101,29,32,18
102,7,1,1
102,3,2,3
102,16,3,5
102,10,4,7
102,14,5,8
102,4,6,6
102,6,7,4
102,2,8,2
102,13,9,9
102,11,10,11
102,1,11,13
102,5,12,15
102,15,13,16
102,9,14,14
102,8,15,12
102,12,16,10
102,18,17,17
102,24,18,19
102,19,19,21
102,31,20,23
102,27,21,24
102,21,22,22
102,17,23,20
102,23,24,18
102,28,25,25
102,32,26,27
102,30,27,29
102,26,28,31
102,20,29,32
102,22,30,30
102,25,31,28
102,29,32,26
103,7,1,1
103,3,2,3
103,16,3,4
103,10,4,2
103,14,5,5
103,4,6,7
103,6,7,8
103,2,8,6
103,13,9,9
103,11,10,11
103,1,11,12
103,5,12,10
103,15,13,13
103,9,14,15
103,8,15,16
103,12,16,14
103,18,17,17
103,24,18,19
103,19,19,20
103,31,20,18
103,27,21,21
103,21,22,23
103,17,23,24
103,23,24,22
103,28,25,25
103,32,26,27
103,30,27,28
103,26,28,26
103,20,29,29
103,22,30,31
103,25,31,32
103,29,32,30
104,7,1,2
104,3,2,6
104,16,3,4
104,10,4,8
104,14,5,5
104,4,6,1
104,6,7,7
104,2,8,3
104,13,9,10
104,11,10,14
104,1,11,12
104,5,12,16
104,15,13,13
104,9,14,9
104,8,15,15
104,12,16,11
104,18,17,18
104,24,18,22
104,19,19,20
104,31,20,24
104,27,21,21
104,21,22,17
104,17,23,23
104,23,24,19
104,28,25,26
104,32,26,30
104,30,27,28
104,26,28,32
104,20,29,29
104,22,30,25
104,25,31,31
104,29,32,27
105,1,11,13
105,2,8,2
105,3,2,3
105,4,6,6
105,5,12,15
105,6,7,4
105,7,1,1
105,8,15,12
105,9,14,14
105,10,4,7
105,11,10,11
105,12,16,10
105,13,9,9
105,14,5,8
105,15,13,16
105,16,3,5
105,17,23,20
105,18,17,17
105,19,19,21
105,20,29,32
105,21,22,22
105,22,30,30
105,23,24,18
105,24,18,19
105,25,31,28
105,26,28,31
105,27,21,24
105,28,25,25
105,29,32,26
105,30,27,29
105,31,20,23
105,32,26,27
105,7,1,2
105,3,2,4
105,16,3,1
105,10,4,3
105,14,5,6
105,4,6,8
105,6,7,5
105,2,8,7
105,13,9,10
105,11,10,12
105,1,11,9
105,5,12,11
105,15,13,14
105,9,14,16
105,8,15,13
105,12,16,15
105,18,17,18
105,24,18,20
105,19,19,17
105,31,20,19
105,27,21,22
105,21,22,24
105,17,23,21
105,23,24,23
105,28,25,26
105,32,26,28
105,30,27,25
105,26,28,27
105,20,29,30
105,22,30,32
105,25,31,29
105,29,32,31
106,16,11,21
106,13,22,22
106,12,8,15
106,1,20,26
106,14,7,13
106,11,19,28
106,26,3,5
106,27,4,7
106,30,16,31
106,17,29,8
106,20,6,11
106,21,32,2
106,24,15,29
106,31,1,1
106,10,10,19
106,9,25,16
106,7,13,25
106,15,24,18
106,25,30,6
106,23,28,10
106,22,5,9
106,19,31,4
106,18,2,3
106,28,27,12
106,29,17,32
106,32,18,30
106,8,26,14
106,5,21,24
106,4,23,20
106,6,14,27
106,3,12,23
106,2,9,17
107,16,11,12
107,13,22,27
107,12,8,15
107,1,20,23
107,14,7,13
107,11,19,21
107,26,3,5
107,27,4,7
107,30,16,2
107,17,29,24
107,20,6,11
107,21,32,18
107,24,15,4
107,31,1,1
107,10,10,14
107,9,25,32
107,7,13,8
107,15,24,31
107,25,30,22
107,23,28,26
107,22,5,9
107,19,31,20
107,18,2,3
107,28,27,28
107,29,17,17
107,32,18,19
107,8,26,30
107,5,21,25
107,4,23,29
107,6,14,6
107,3,12,10
107,2,9,16
108,1,20,23
108,2,9,9
108,3,12,15
108,4,23,20
108,5,21,24
108,6,14,14
108,7,13,16
108,8,26,27
108,9,25,25
108,10,10,11
108,11,19,21
108,12,8,2
108,13,22,22
108,14,7,4
108,15,24,18
108,16,11,13
108,17,29,32
108,18,2,3
108,19,31,28
108,20,6,6
108,21,32,26
108,22,5,8
108,23,28,31
108,24,15,12
108,25,30,30
108,26,3,5
108,27,4,7
108,28,27,29
108,29,17,17
108,30,16,10
108,31,1,1
108,32,18,19
109,16,11,12
109,13,22,23
109,12,8,6
109,1,20,18
109,14,7,8
109,11,19,20
109,26,3,4
109,27,4,5
109,30,16,14
109,17,29,29
109,20,6,7
109,21,32,30
109,24,15,16
109,31,1,1
109,10,10,11
109,9,25,25
109,7,13,13
109,15,24,22
109,25,30,31
109,23,28,26
109,22,5,5
109,19,31,32
109,18,2,3
109,28,27,28
109,29,17,17
109,32,18,19
109,8,26,27
109,5,21,21
109,4,23,24
109,6,14,15
109,3,12,10
109,2,9,9
110,16,11,9
110,13,22,24
110,12,8,7
110,1,20,19
110,14,7,5
110,11,19,17
110,26,3,1
110,27,4,3
110,30,16,16
110,17,29,30
110,20,6,8
110,21,32,31
110,24,15,13
110,31,1,2
110,10,10,12
110,9,25,26
110,7,13,14
110,15,24,23
110,25,30,32
110,23,28,27
110,22,5,6
110,19,31,29
110,18,2,4
110,28,27,25
110,29,17,18
110,32,18,20
110,8,26,28
110,5,21,22
110,4,23,21
110,6,14,16
110,3,12,11
110,2,9,10
111,16,11,2
111,13,22,4
111,12,8,1
111,1,20,3
111,14,7,6
111,11,19,8
111,26,3,5
111,27,4,7
111,30,16,10
111,17,29,12
111,20,6,9
111,21,32,11
111,24,15,14
111,31,1,16
111,10,10,13
111,9,25,15
111,7,13,18
111,15,24,20
111,25,30,17
111,23,28,19
111,22,5,22
111,19,31,24
111,18,2,21
111,28,27,23
111,29,17,26
111,32,18,28
111,8,26,25
111,5,21,27
111,4,23,30
111,6,14,32
111,3,12,29
111,2,9,31
118,13,1,1
118,9,2,3
118,16,3,5
118,11,4,7
118,12,5,9
118,1,6,11
118,10,7,13
118,5,8,15
118,14,9,17
118,15,10,19
118,4,11,21
118,8,12,23
118,3,13,25
118,7,14,27
118,2,15,29
118,6,16,31
118,32,17,32
118,28,18,30
118,29,19,28
118,25,20,26
118,24,21,24
118,30,22,22
118,31,23,20
118,26,24,18
118,27,25,16
118,20,26,14
118,21,27,12
118,18,28,10
118,17,29,8
118,22,30,6
118,19,31,4
118,23,32,2
119,13,1,1
119,9,2,3
119,16,3,5
119,11,4,7
119,12,5,9
119,1,6,11
119,10,7,13
119,5,8,15
119,14,9,16
119,15,10,14
119,4,11,12
119,8,12,10
119,3,13,8
119,7,14,6
119,2,15,4
119,6,16,2
119,32,17,17
119,28,18,19
119,29,19,21
119,25,20,23
119,24,21,25
119,30,22,27
119,31,23,29
119,26,24,31
119,27,25,32
119,20,26,30
119,21,27,28
119,18,28,26
119,17,29,24
119,22,30,22
119,19,31,20
119,23,32,18
120,13,1,1
120,9,2,3
120,16,3,5
120,11,4,7
120,12,5,8
120,1,6,6
120,10,7,4
120,5,8,2
120,14,9,9
120,15,10,11
120,4,11,13
120,8,12,15
120,3,13,16
120,7,14,14
120,2,15,12
120,6,16,10
120,32,17,17
120,28,18,19
120,29,19,21
120,25,20,23
120,24,21,24
120,30,22,22
120,31,23,20
120,26,24,18
120,27,25,25
120,20,26,27
120,21,27,29
120,18,28,31
120,17,29,32
120,22,30,30
120,19,31,28
120,23,32,26
121,13,1,1
121,9,2,3
121,16,3,4
121,11,4,2
121,12,5,5
121,1,6,7
121,10,7,8
121,5,8,6
121,14,9,9
121,15,10,11
121,4,11,12
121,8,12,10
121,3,13,13
121,7,14,15
121,2,15,16
121,6,16,14
121,32,17,17
121,28,18,19
121,29,19,20
121,25,20,18
121,24,21,21
121,30,22,23
121,31,23,24
121,26,24,22
121,27,25,25
121,20,26,27
121,21,27,28
121,18,28,26
121,17,29,29
121,22,30,31
121,19,31,32
121,23,32,30
122,8,12,16
122,3,13,13
122,7,14,9
122,2,15,15
122,6,16,11
122,32,17,18
122,28,18,22
122,29,19,20
122,25,20,24
122,24,21,21
122,30,22,17
122,31,23,23
122,26,24,19
122,27,25,26
122,20,26,30
122,21,27,28
122,18,28,32
122,17,29,29
122,22,30,25
122,19,31,31
122,23,32,27
122,13,1,2
122,9,2,6
122,16,3,4
122,11,4,8
122,12,5,5
122,1,6,1
122,10,7,7
122,5,8,3
122,14,9,10
122,15,10,14
122,4,11,12
123,13,1,2
123,9,2,4
123,16,3,1
123,11,4,3
123,12,5,6
123,1,6,8
123,10,7,5
123,5,8,7
123,14,9,10
123,15,10,12
123,4,11,9
123,8,12,11
123,3,13,14
123,7,14,16
123,2,15,13
123,6,16,15
123,32,17,18
123,28,18,20
123,29,19,17
123,25,20,19
123,24,21,22
123,30,22,24
123,31,23,21
123,26,24,23
123,27,25,26
123,20,26,28
123,21,27,25
123,18,28,27
123,17,29,30
123,22,30,32
123,19,31,29
123,23,32,31
124,1,6,11
124,2,15,29
124,3,13,25
124,4,11,21
124,5,8,15
124,6,16,31
124,7,14,27
124,8,12,23
124,9,2,3
124,10,7,13
124,11,4,7
124,12,5,9
124,13,1,1
124,14,9,17
124,15,10,19
124,16,3,5
124,17,29,8
124,18,28,10
124,19,31,4
124,20,26,14
124,21,27,12
124,22,30,6
124,23,32,2
124,24,21,24
124,25,20,26
124,26,24,18
124,27,25,16
124,28,18,30
124,29,19,28
124,30,22,22
124,31,23,20
124,32,17,32
130,26,1,1
130,27,2,3
130,1,3,5
130,30,4,7
130,14,5,9
130,31,6,11
130,11,7,13
130,17,8,15
130,10,9,17
130,20,10,19
130,21,11,21
130,24,12,23
130,9,13,25
130,12,14,27
130,13,15,29
130,16,16,31
130,2,17,32
130,3,18,30
130,6,19,28
130,7,20,26
130,23,21,24
130,22,22,22
130,19,23,20
130,15,24,18
130,18,25,16
130,8,26,14
130,25,27,12
130,5,28,10
130,28,29,8
130,4,30,6
130,29,31,4
130,32,32,2
131,26,1,1
131,27,2,3
131,1,3,5
131,30,4,7
131,14,5,9
131,31,6,11
131,11,7,13
131,17,8,15
131,10,9,16
131,20,10,14
131,21,11,12
131,24,12,10
131,9,13,8
131,12,14,6
131,13,15,4
131,16,16,2
131,2,17,17
131,3,18,19
131,6,19,21
131,7,20,23
131,23,21,25
131,22,22,27
131,19,23,29
131,15,24,31
131,18,25,32
131,8,26,30
131,25,27,28
131,5,28,26
131,28,29,24
131,4,30,22
131,29,31,20
131,32,32,18
132,26,1,1
132,27,2,3
132,1,3,5
132,30,4,7
132,14,5,8
132,31,6,6
132,11,7,4
132,17,8,2
132,10,9,9
132,20,10,11
132,21,11,13
132,24,12,15
132,9,13,16
132,12,14,14
132,13,15,12
132,16,16,10
132,2,17,17
132,3,18,19
132,6,19,21
132,7,20,23
132,23,21,24
132,22,22,22
132,19,23,20
132,15,24,18
132,18,25,25
132,8,26,27
132,25,27,29
132,5,28,31
132,28,29,32
132,4,30,30
132,29,31,28
132,32,32,26
133,26,1,1
133,27,2,3
133,1,3,4
133,30,4,2
133,14,5,5
133,31,6,7
133,11,7,8
133,17,8,6
133,10,9,9
133,20,10,11
133,21,11,12
133,24,12,10
133,9,13,13
133,12,14,15
133,13,15,16
133,16,16,14
133,2,17,17
133,3,18,19
133,6,19,20
133,7,20,18
133,23,21,21
133,22,22,23
133,19,23,24
133,15,24,22
133,18,25,25
133,8,26,27
133,25,27,28
133,5,28,26
133,28,29,29
133,4,30,31
133,29,31,32
133,32,32,30
134,26,1,2
134,27,2,6
134,1,3,4
134,30,4,8
134,14,5,5
134,31,6,1
134,11,7,7
134,17,8,3
134,10,9,10
134,20,10,14
134,21,11,12
134,24,12,16
134,9,13,13
134,12,14,9
134,13,15,15
134,16,16,11
134,2,17,18
134,3,18,22
134,6,19,20
134,7,20,24
134,23,21,21
134,22,22,17
134,19,23,23
134,15,24,19
134,18,25,26
134,8,26,30
134,25,27,28
134,5,28,32
134,28,29,29
134,4,30,25
134,29,31,31
134,32,32,27
135,26,1,2
135,27,2,4
135,1,3,1
135,30,4,3
135,14,5,6
135,31,6,8
135,11,7,5
135,17,8,7
135,10,9,10
135,20,10,12
135,21,11,9
135,24,12,11
135,9,13,14
135,12,14,16
135,13,15,13
135,16,16,15
135,2,17,18
135,3,18,20
135,6,19,17
135,7,20,19
135,23,21,22
135,22,22,24
135,19,23,21
135,15,24,23
135,18,25,26
135,8,26,28
135,25,27,25
135,5,28,27
135,28,29,30
135,4,30,32
135,29,31,29
135,32,32,31
136,13,16,14
136,16,15,13
136,12,14,15
136,9,13,11
136,10,12,12
136,11,11,16
136,14,10,10
136,15,9,9
136,7,8,8
136,6,7,7
136,3,6,1
136,2,5,5
136,8,4,6
136,5,3,2
136,4,2,4
136,1,1,3
137,7,12,12
137,6,16,16
137,3,11,11
137,2,15,15
137,8,5,5
137,5,2,2
137,4,6,6
137,1,3,3
137,16,10,10
137,13,14,14
137,12,9,9
137,9,13,13
137,10,8,8
137,11,4,4
137,14,7,7
137,15,1,1
139,17,11,11
139,18,7,7
139,19,10,10
139,20,2,2
139,21,9,9
139,22,4,4
139,23,13,13
139,24,1,1
139,25,14,14
139,26,3,3
139,27,6,6
139,28,15,15
139,29,12,12
139,30,5,5
139,31,8,8
139,32,16,16
140,10,1,1
140,4,2,2
140,8,3,3
140,11,4,4
140,15,5,5
140,5,6,6
140,1,7,7
140,14,8,8
140,16,9,9
140,13,10,10
140,2,11,11
140,6,12,12
140,9,13,13
140,7,14,14
140,3,15,15
140,12,16,16
141,17,13,13
141,18,8,8
141,19,9,9
141,20,6,6
141,21,16,16
141,22,7,7
141,23,10,10
141,24,5,5
141,25,15,15
141,26,2,2
141,27,4,4
141,28,11,11
141,29,14,14
141,30,3,3
141,31,1,1
141,32,12,12
142,1,15,15
142,2,11,11
142,3,6,6
142,4,8,8
142,5,9,9
142,6,12,12
142,7,5,5
142,8,1,1
142,9,13,13
142,10,3,3
142,11,14,14
142,12,4,4
142,13,10,10
142,14,2,2
142,15,16,16
142,16,7,7
145,14,6,6
145,15,5,8
145,5,2,3
145,11,8,2
145,6,3,5
145,12,7,4
145,3,1,1
145,7,4,7
147,7,1,1
147,6,2,3
147,3,3,5
147,2,4,7
147,8,5,9
147,5,6,11
147,4,7,13
147,1,8,15
147,16,9,17
147,13,10,19
147,12,11,21
147,9,12,23
147,10,13,25
147,11,14,27
147,14,15,29
147,15,16,31
147,21,17,32
147,24,18,30
147,20,19,28
147,17,20,26
147,18,21,24
147,19,22,22
147,22,23,20
147,23,24,18
147,26,25,16
147,27,26,14
147,30,27,12
147,31,28,10
147,25,29,8
147,28,30,6
147,29,31,4
147,32,32,2
148,1,8,15
148,2,4,7
148,3,3,5
148,4,7,13
148,5,6,11
148,6,2,3
148,7,1,1
148,8,5,9
148,9,12,10
148,10,13,8
148,11,14,6
148,12,11,12
148,13,10,14
148,14,15,4
148,15,16,2
148,16,9,16
148,17,20,23
148,18,21,25
148,19,22,27
148,20,19,21
148,21,17,17
148,22,23,29
148,23,24,31
148,24,18,19
148,25,29,24
148,26,25,32
148,27,26,30
148,28,30,22
148,29,31,20
148,30,27,28
148,31,28,26
148,32,32,18
149,7,1,2
149,6,2,4
149,3,3,6
149,2,4,8
149,8,5,7
149,5,6,5
149,4,7,3
149,1,8,1
149,16,9,10
149,13,10,12
149,12,11,14
149,9,12,16
149,10,13,15
149,11,14,13
149,14,15,11
149,15,16,9
149,21,17,18
149,24,18,20
149,20,19,22
149,17,20,24
149,18,21,23
149,19,22,21
149,22,23,19
149,23,24,17
149,26,25,26
149,27,26,28
149,30,27,30
149,31,28,32
149,25,29,31
149,28,30,29
149,29,31,27
149,32,32,25
150,7,1,1
150,6,2,3
150,3,3,4
150,2,4,2
150,8,5,5
150,5,6,7
150,4,7,8
150,1,8,6
150,16,9,9
150,13,10,11
150,12,11,12
150,9,12,10
150,10,13,13
150,11,14,15
150,14,15,16
150,15,16,14
150,21,17,17
150,24,18,19
150,20,19,20
150,17,20,18
150,18,21,21
150,19,22,23
150,22,23,24
150,23,24,22
150,26,25,25
150,27,26,27
150,30,27,28
150,31,28,26
150,25,29,29
150,28,30,31
150,29,31,32
150,32,32,30
151,7,1,2
151,6,2,6
151,3,3,4
151,2,4,8
151,8,5,5
151,5,6,1
151,4,7,7
151,1,8,3
151,16,9,10
151,13,10,14
151,12,11,12
151,9,12,16
151,10,13,13
151,11,14,9
151,14,15,15
151,15,16,11
151,21,17,18
151,24,18,22
151,20,19,20
151,17,20,24
151,18,21,21
151,19,22,17
151,22,23,23
151,23,24,19
151,26,25,26
151,27,26,30
151,30,27,28
151,31,28,32
151,25,29,29
151,28,30,25
151,29,31,31
151,32,32,27
152,7,1,2
152,6,2,4
152,3,3,1
152,2,4,3
152,8,5,6
152,5,6,8
152,4,7,5
152,1,8,7
152,16,9,10
152,13,10,12
152,12,11,9
152,9,12,11
152,10,13,14
152,11,14,16
152,14,15,13
152,15,16,15
152,21,17,18
152,24,18,20
152,20,19,17
152,17,20,19
152,18,21,22
152,19,22,24
152,22,23,21
152,23,24,23
152,26,25,26
152,27,26,28
152,30,27,25
152,31,28,27
152,25,29,30
152,28,30,32
152,29,31,29
152,32,32,31
153,7,12,12
153,6,16,16
153,3,11,11
153,2,15,15
153,8,5,5
153,5,2,2
153,4,6,6
153,1,3,3
153,16,10,10
153,13,14,14
153,12,9,9
153,9,13,13
153,10,8,8
153,11,4,4
153,14,7,7
153,15,1,1
154,1,7,13
154,2,12,23
154,3,2,3
154,4,6,11
154,5,8,15
154,6,13,25
154,7,1,1
154,8,15,29
154,9,10,19
154,10,4,7
154,11,14,27
154,12,16,31
154,13,11,21
154,14,5,9
154,15,9,17
154,16,3,5
154,17,28,10
154,18,31,4
154,19,21,24
154,20,25,16
154,21,27,12
154,22,32,2
154,23,20,26
154,24,24,18
154,25,17,32
154,26,19,28
154,27,29,8
154,28,23,20
154,29,30,6
154,30,26,14
154,31,18,30
154,32,22,22
155,7,1,1
155,3,2,3
155,16,3,5
155,10,4,7
155,14,5,9
155,4,6,11
155,1,7,13
155,5,8,15
155,15,9,16
155,9,10,14
155,13,11,12
155,2,12,10
155,6,13,8
155,11,14,6
155,8,15,4
155,12,16,2
155,25,17,17
155,31,18,19
155,26,19,21
155,23,20,23
155,19,21,25
155,32,22,27
155,28,23,29
155,24,24,31
155,20,25,32
155,30,26,30
155,21,27,28
155,17,28,26
155,27,29,24
155,29,30,22
155,18,31,20
155,22,32,18
156,7,1,2
156,3,2,6
156,16,3,4
156,10,4,8
156,14,5,5
156,4,6,1
156,1,7,7
156,5,8,3
156,15,9,10
156,9,10,14
156,13,11,12
156,2,12,16
156,6,13,13
156,11,14,9
156,8,15,15
156,12,16,11
156,25,17,18
